, 1, 2, 4, 8, 16, 20, 24
job_i1_openib, 197.908101, 395.414750, 27.379292, 14.388473, 7.656048, 6.496448, 5.558677
job_i1_tcp, 99.885800, 145.635526, 159.109309, 46.943370, 25.135284, 22.667158, 20.994342
job_i2_openib, 243.119393, 117.303760, 30.367660, 15.461211, 16.204373, 7.591087, 6.601414
job_i2_tcp, 111.208072, 353.378322, 99.036084, 51.032644, 27.682055, 23.943891, 20.284416
job_i3_openib, 300.971480, 39.324408, 19.614082, 10.205647, 14.969883, 5.008845, 5.159154
job_i3_tcp, 71.301131, 103.191031, 63.859937, 33.918990, 18.473163, 15.896451, 13.917341
